创作,链接,标题,描述,时间,阅读,评论
原创,https://dream.blog.csdn.net/article/details/103675183,运筹学那些事，专科学生学习运筹学之网络计划技术，No.6,网络图网络图的分类箭线式网络图的构成箭线式网络图的绘制网络时间计算作业时间结点时间活动时间（工作的作业时间）网络时间的表格计算法（自考不考）时差和关键线路结点时差活动时差（工序时差）线段时差线路时差最优方案的选择自考必备指南网络图几个概念需要掌握网络计划网络计划技术也称统筹法，它是综合运用计划评核术和关键线路法的一种比较先进的计划管理方法计划评核术对计划项目进行核算、评价，然后选定最优计划方案的一种技术关键线路法在计划项目的各项错综复杂的工作中，抓住,2019-12-25 11:00:36,9291
原创,https://dream.blog.csdn.net/article/details/103573782,运筹学那些事，专科学生学习运筹学之运输问题，No.5,运输问题运输问题及其特殊结构表上作业法概述（注意本小节只是概述，不是解答题目）需求量等于供应量的运输问题闭合回路法修正分配法修正分配法和闭合回路法的关系需要量不等于供应量的运输问题需要量小于供应量需要量大于供应量自考真题,2019-12-22 17:26:56,9412,1
原创,https://dream.blog.csdn.net/article/details/103508403,运筹学那些事，专科学生学习运筹学之线性规划，No.4,线性规划概述重点概念提炼“规划” 就是使用某种数学方法使有效资源的运用达到最优化。规划就是计算，以数学形式表达的一定条件下的一组方程式和/或一组不等式中求某些未知量。线性规划的模型结构线性规划的定义：线性规划是求一组变量的值，在满足一组约束条件下，求得目标函数的最优解，使决策目标达到最优，线性规划模型的基本结构包含如下内容变量（也叫决策变量）目标函数（线性规划一般只解决单目...,2019-12-16 15:50:25,9294,2
原创,https://dream.blog.csdn.net/article/details/103486038,【自考】数据结构第七章排序，期末不挂科指南，第11篇,概述插入排序直接插入排序自考真题交换排序冒泡排序自考真题快速排序自考真题选择排序直接选择排序自考真题堆排序自考真题归并排序二路归并排序自考真题结束语概述本小节最重要的一个点为 排序算法的稳定性概念：相同键值的两个记录在排序前后相对位置的变化情况。n个记录的序列为{R1，R2，…，Rn} ，其对应的键值序列为{k1，k2，…，kn}，假设ki = kj，若在排序前的序列中Ri在Rj之前，即i<j，经过排序后，Ri仍在Rj之前，则称所用的排序方法是稳定的；反之，则称所,2019-12-11 14:18:34,7661
原创,https://dream.blog.csdn.net/article/details/103454256,【自考】数据结构第六章查找，期末不挂科指南，第10篇,查找的一些基本概念静态查找表有序表上的查找索引顺序表上的查找二叉排序树二叉排序树的查找分析散列表常用的散列法散列表的实现（自考必考，不是考代码，是考方法）线性探测法二次探测法链地址探测法公共溢出区法（选看）小结查找的一些基本概念查找表 是由同一类型的数据元素 构成的集合，它是一种以查找为“核心”，同时包括其他运算的非常灵活的数据结构。上面概念中的集合和数学上的定义是一致的，简单地说就是由任意一些可分辨的对象构成的整体作为一个数学概念，集合的元素是没有任何限制。作为一,2019-12-09 22:45:31,7026,2
原创,https://dream.blog.csdn.net/article/details/103407814,【自考】数据结构第五章图，期末不挂科指南，第9篇,图的基本概念图的存储结构邻接矩阵邻接矩阵自考/期末考试真题邻接表图的遍历连通图的深度优先搜索连通图的广度优先搜索图的应用最小生成树的概念拓扑排序自考/数据结构期末考试真题,2019-12-08 11:52:10,6881
原创,https://dream.blog.csdn.net/article/details/103385643,【自考】运筹学那些事，专科学生学习运筹学之库存管理，No.3,库存管理的作用和意义库存管理的作用库存管理的意义库存管理的内容库存管理的存货台套法库存管理的ABC分析法库存费用分析平均库存概念经济订货量（EOQ）经济订货量（EOQ）公式的典型应用示例最佳订货批量每次订货的最佳总金额最佳订货次数订货时间确定真题库存管理的作用和意义库存管理的作用库存的作用最基本的一个方面就是保证工业企业的生产能够正常的、连续的、均衡的进行。库存的作用可分为下列几种适应原材料供应的季节性（农产品啥时收获）适应产品销售的季节性（销售的旺季和淡季）适,2019-12-05 11:40:07,6480,4
原创,https://dream.blog.csdn.net/article/details/103367035,【自考】数据结构第四章判定树和哈夫曼树，期末不挂科指南，第8篇,判定树和哈夫曼树分类与判定树哈夫曼树与哈夫曼算法真题参考哈夫曼编码小结判定树和哈夫曼树分类与判定树这个小节有个比较重要的概念，就是用于描述分类过程的二叉树称为判定树 记住即可哈夫曼树与哈夫曼算法首先了解一下什么是哈夫曼树给定一组值p1，…pk，如何构造一棵有k个叶子且分别以这些值为权的判定树，使得其平均比较次数最小。满足上述条件的判定树称为哈夫曼树。哈夫曼率先给出了一个求哈夫曼树的简单而有效的方法，称为哈夫曼算法。非形式的描述如下给定的值{p1，p2，…，pk}构造森林{,2019-12-03 15:16:01,5971
原创,https://dream.blog.csdn.net/article/details/103285568,运筹学那些事，专科学生学习运筹学，No.2,第三章：决策决策的概念和程序一堆背景和描述，读一遍即可广义的决策过程应该包括四个程序：明确决策项目的目的寻求可行的方案在诸可行方案中进行抉择对选定的决策方案经过实施后的结果进行总结评价决策的分类（1）按决策方法不同而分类常规性决策 ：常规性决策是例行的、重复性的决策。特殊性决策：特殊性决策是对待特殊的、无先例可循的新问题的决策（2）按计划和控制的关系分类计划性决策控制性决策决策的程序一个科学的决策全过程，包括四个步骤明确目标拟定多个可行方案（方案是否可行，需,2019-11-28 14:46:30,5682
原创,https://dream.blog.csdn.net/article/details/103255681,数据结构第四章树和森林，期末不挂科指南，第7篇,文章目录树和森林树的存储结构（该部分内容，近20年自考试卷中无涉及，过吧）树、森林与二叉树的关系树转换成二叉树森林转换成二叉树树和森林的遍历树的遍历森林的遍历今日小结树和森林这篇博客继续我们的《数据结构导论》课程，今天重点说说树和森林怎么备考自考和通过期末考试。在开始之前，上篇博客最后其实还有一点没有写完，就是如何通过已知序列，恢复一棵二叉树看例题吧假设一棵二叉树的中序序列与后序序列分...,2019-11-26 15:21:54,5778,3
原创,https://dream.blog.csdn.net/article/details/103133806,运筹学那些事，专科学生学习运筹学，No.1,写在前面试卷组成教材第一章：概论一看就是重要的知识点真题参考第二章：预测预测方法的分类定性预测法（判断预测法）时间序列预测法简单例题指数平滑预测法回归模型预测法一元线性回归方程二元线性回归模型预测法（自考看一遍，了解即可）季节性变动的预测（篇幅不大，大胆的预测考点不多）自考必看整理一份近20年名词解释题自考运筹学，自学宝典，梦想橡皮擦，为你擦掉自考的梦想，嘿嘿自己准备自考，你要做的第一件事情，叫做分析试卷，所谓知己知彼，百战不殆你要知道考点，才能应付考点,2019-11-25 14:59:23,5793
原创,https://dream.blog.csdn.net/article/details/103137190,数据结构第四章树和二叉树，期末不挂科指南，第6篇,章节简介树的基本概念认识树树的相关术语二叉树二叉树的基本运算（不写代码，了解重点函数即可）二叉树性质（很重要，细碎知识点很多）二叉树存储结构二叉树的遍历自考真题与梦想老师建立关系时间章节简介前5篇博客写的都是线性结构，对于有层级结构的数据需要用树形结构来描述本章的重要知识点理解有关树的基本概念和二叉树的基本概念掌握二叉树的存储结构以及遍历方法掌握树的存储结构以及树、森林、二叉树的相互转换方法梳理掌握哈夫曼树构造方法和哈夫曼编码的设计方法,2019-11-19 16:05:09,5928,2
原创,https://dream.blog.csdn.net/article/details/103121676,数据结构第三章，数组，期末不挂科指南，第5篇,数组数组基本运算数组的存储结构矩阵的压缩存储（重点）三元组表示法自考真题广宣时间数组概念如下数组可以看成线性表的一种推广，其实就是一种线性表，一维数组又称为向量数据由一组具有相同类型的数据元素组成，并存储在一组连续的存储单元中若一维数组中的数据元素又是一维数组结构，则称为二维数组 依次类推，可以得到 三维数组和多维数组数组基本运算数组通常只有两种基本运算读：给定一组下标，返回该位置的元素内容写：给定一组下标，修改该位置的元素内容,2019-11-18 15:02:58,5726
原创,https://dream.blog.csdn.net/article/details/103108865,数据结构第三章，队列，期末不挂科指南，第4篇,队列队列基本概念循环队列顺序队列的C语言实现链式队列的C语言实现队列这篇博客主要介绍一下队列的概念，并且采用C语言，编写两种存储实现方式：顺序存储和链式存储，当然还有常规的队列基本操作的实现算法队列基本概念标准解释：队列（Queue）是有限个****同类型数据元素的线性序列，是一种先进先出（First In First Out FIFO）的线性表，新键入的数据元素插在队列尾端，出队列的数据元素在队列首部被删除。教材中给了一个示意图，不错,2019-11-17 16:54:44,6235,1
原创,https://dream.blog.csdn.net/article/details/103041882,数据结构第三章，栈、队列、数组，期末不挂科指南，第3篇,学习目标栈基本概念栈的基本运算栈的顺序实现双栈栈的链接实现考试要点小结关注我吧学习目标自考重点、期末考试必过指南，这篇文章让你理解什么是栈、什么是队列、什么是数组掌握栈、队列的顺序存储结构和链式存储结构掌握栈、队列的基本操作在顺序存储结构和链式存储结构上的实现掌握矩阵的压缩存储今天核心咱们先把栈搞清楚栈和队列可以看做是特殊的线性表 。它们的特殊性表现在它们的基本运算是线性表运算的子集，它们是运算受限的线性表,2019-11-14 10:53:27,10118,5
原创,https://dream.blog.csdn.net/article/details/102915917,数据结构中的线性表，期末不挂科指南，第2篇,线性表基本概念线性表的顺序存储线性表的顺序存储的时间复杂度线性表的链接存储线性表在单链表上实现基本运算初始化初始化成功，开始插入元素单链表的时间复杂度循环链表双向循环链表期末考试线性表这篇博客写的是线性表相关的内容，包括如下部分，先看下有木有期待啥是线性表线性表的顺序存储线性表的基本运算在顺序表上的实现线性表的链式存储线性表的基本运算在单链表上的实现循环链表与双向循环链表,2019-11-11 16:00:28,6680,4
原创,https://dream.blog.csdn.net/article/details/99712264,大学本科那个数据结构怎么学，期末不挂科指南，第1篇,如果你现在在上大学，恰好又是计算机相关专业那么你肯定知道有一个非常枯燥的必修课《数据结构导论》当然，你现在没上大学或者不是计算机专业，那你现在应该知道了，他们有个必修课叫《数据结构导论》从今天开始梦想橡皮擦要写一套非常有趣的课程了这套课程目的很简单___**目的：如何通过数据结构期末考试，有趣！****适合人群：**1. 大学计算机相关专业，有这门课程，然鹅你没学，或者因为一些莫名奇妙的原因，你旷课了2. 你想通过自考，注意自考，然后获取计算机的一个本科学历，这门课也是必修。,2019-11-04 16:20:46,9140,10
原创,https://dream.blog.csdn.net/article/details/96736944,pandas选择部分数据，难！你该这么学，No.12,最近划水严重了看了一下，上一篇博客，6月11日写的，一晃一个月+10天过去了这两个月，严重的挑衅了劳动法每周从周一，工作到周日，每天从早上8点，忙到晚上23：00哪个大佬，给个渠道投诉一下老板…工作一忙，就溜号了，回头跟老板说说，都没时间写博客刷存在感了看了一下，pandas这个系列的博客还没有写完，so继续拿这个开始吧断更了一段时间，需要找找状态今天就从索引和检索数据开始...,2019-07-22 18:03:24,6263,7
原创,https://dream.blog.csdn.net/article/details/89854361,Python爬虫入门教程 66-100 对微博登录好奇嘛，用Python试试,原计划这篇博客写在6月1日，没想到竟然由于写pandas给耽误了查看pandas系列请移步登录操作是爬虫coder必须要掌握的基本技能之一移动版 难度系数★★新浪其他版块做跳板 难度系数 ★★★微博首页右侧登录框 难度系数 ★★★★关键数据分析一一拆解参数核心编码获取servertime、nonce、rsakv等参数获取加密的sp伪造请求代码完成，阅读起来有任何不明白的，可以私聊我,2019-06-11 15:25:26,7144,3
原创,https://dream.blog.csdn.net/article/details/90897493,pandas越来越难学，只能自己找趣味了，你该这么学，No.11,啊，大海啊，全是水pandas啊，全是坑没错，今天继续学习难的其实从这篇开始，每一篇都是难得…你必须要努力看了文末有彩蛋分层/多级索引我们先创建一个分层索引，看看效果这个创建，办法有好几个看一下吧通过from_tuples创建import pandas as pdimport randomarrays = [['bar'，'bar'，'baz'，'baz'，'foo'...,2019-06-05 10:04:25,9856,16
原创,https://dream.blog.csdn.net/article/details/90665922,学习pandas apply方法，看这一篇就够了，你该这么学，No.10,最近好忙啊，好忙啊，忙的写不动博客了时间过得飞快一晃，一周就过去了本着不进步就倒退的性格我成功的在技术上面划水了一周今天要学习的还是groupby的高级进阶说是高级，其实就是比初级复杂了一些有点绕，然后不容易明白就成为高级了其实对于pandas来说应该还是基础部分我们今天要学习的就是自定义更丰富的分组运算apply 方法apply方法的价值对于有些数据类型来说是...,2019-05-29 10:15:53,6112,2
原创,https://dream.blog.csdn.net/article/details/90445734,破周三，前不着村后不着店的，只好学pandas了，你该这么学，No.9,周三了，一个星期最难的一天大中间的，今天还这么热5月份，36度的高温天空飘过几个字屋里学pandas最得劲Groupy DataFrame with Index Levels and Columns说白了就是通过index和columns混合分组例子走起，（不赶紧写例子，都不知道要怎么解释啦）import pandas as pdarrays = [['bar'， 'bar'...,2019-05-22 16:18:15,5894,5
原创,https://dream.blog.csdn.net/article/details/90622470,编程书江湖-字符串篇（No.3）,编程书江湖-字符串篇花落花开，花开又花落，离变量hero成为整型家族第一人已经有十个年头了... ...内存小镇十分繁华，大量的变量聚集在此处，酒肆飘香，歌舞升平，热闹至...,2019-05-21 18:18:00,5521
原创,https://dream.blog.csdn.net/article/details/90379695,周一不睡觉，也要把pandas groupy 肝完，你该这么学，No.8,学编程就跟打游戏一样一样的为啥一样啊，因为要肝的你看，学编程有很多好处掉头发，有借口吧不洗头，有借口吧不洗袜子，有借口吧不去看电影，有借口吧不陪女朋友，有借口吧活该单身， (?′?`?)??哈哈，唯独梦想橡皮擦，她就比较厉害了，身边的大佬全是综上所述，嘿嘿嘿学个pandas在不找点乐趣，咋学啊大周一的，弄点啥？遥记得，上一篇最后，我说要写groupby的高级函数后来自...,2019-05-21 11:04:36,5915,21
原创,https://dream.blog.csdn.net/article/details/90340844,大周末的不休息，继续学习pandas吧，pandas你该这么学，No.7,其实，写文章真的挺难的每天抽点时间，写写文采飘逸的文章坚持个几年，成为称霸一方的大佬坚持就会成功吧~最近碰到瓶颈了，一直找不到好的运营公众号的方式（好想有人指导唉~，对了，橡皮擦有个100多人的小qun，缺划水，话痨管理…）谁有啥经验呢给评论两句，帮橡皮擦指个鹿嘿嘿哈嘿~上一篇，我们捣鼓了一下dataframe计算类的函数这一篇，我要开始给你嘚啵一下分组与排序了这两个函...,2019-05-19 21:08:11,6788,13
原创,https://dream.blog.csdn.net/article/details/90303728,对不起，给pandas配表情包太难了，pandas你该这么学，No.6,标题起的长，才能引起你的注意呢昨天，有个家伙，留言给我说嫌我不好好写博客就知道给文章配表情包在这里，郑重的回复一下我愿意(╬◣д◢)上篇博客，我们捣鼓了属性和简单的几个函数这篇博客，我们继续围绕着dataframe转圈圈吧首先从计算函数说起咱先声明一个dataframe，方便后续操作import pandas as pddf_dict = {    "boys":[10，...,2019-05-18 17:12:15,6830,13
原创,https://dream.blog.csdn.net/article/details/90241420,“戏精少女”的pandas学习之路，你该这么学！No.5,戏精博主即将上线就在上一篇，梦想橡皮擦这位博主经过艰苦的努力终于能创建一个dataframe了开开心心，打开本高高兴兴，合上本学习，多么快乐的事情不过就是找本书，然后把里面自己认识的单词都标注上在那一刻，学会了或者假装学会了其实过两天，发现自己啥都忘了是不是，嘿嘿...,2019-05-16 10:36:22,6922,12
原创,https://dream.blog.csdn.net/article/details/90229919,学习也可以有趣，喜欢上pandas，你该这么学！No.4,叨叨博主即将上线昨天有个博友评论说，喂，大佬，文章看的很爽，但是，代码为啥没有右边→_→的呢咦？吓的我机灵难道我的代码写了一半么… …美丽大方的博主怎么能犯如此错误赶紧打开，左看右看，完整的呀忽然间，意识到，是手机版本手机… … 哥，手机你滑一下就行了。唉，对，向左这么一拨拉，就看到右边的代码了… …昨天说了，要写dataframe，那么今天就写它了dataframe英文...,2019-05-15 09:46:41,7158,28
原创,https://dream.blog.csdn.net/article/details/90212197,点开，看一段，你就会喜欢上学习pandas，你该这么学！No.3,python pandas学习，panda你该这么学习！这是关于pandas python的一个系列教程，风趣的语言，简洁的文字，带你走入python数据分析的大门，对的，这系列文章看完，你学习数据分析就有门了，没准还能深入的搞搞，是的，我写够简介了没？好像够了，加油弄，后面还有很多事情要做，不加班，不加班，不加班,2019-05-14 19:51:29,7236,11
原创,https://dream.blog.csdn.net/article/details/90199748,看一篇，学一篇，今日份的pandas，你该这么学！No.2,这是关于pandas python的一个系列教程，风趣的语言，简洁的文字，带你走入python数据分析的大门，对的，这系列文章看完，你学习数据分析就有门了，没准还能深入的搞搞，是的，我写够简介了没？好像够了，加油弄，后面还有很多事情要做，不加班，不加班，不加班,2019-05-14 10:25:08,7210,8
原创,https://dream.blog.csdn.net/article/details/90169175,Python数据分析库之pandas，你该这么学！No.1,这是关于pandas python的一个系列教程，风趣的语言，简洁的文字，带你走入python数据分析的大门，对的，这系列文章看完，你学习数据分析就有门了，没准还能深入的搞搞，是的，我写够简介了没？好像够了，加油弄，后面还有很多事情要做，不加班，不加班，不加班,2019-05-13 19:38:13,9180,17
原创,https://dream.blog.csdn.net/article/details/90046708,点开瞅瞅，再来几道Python面试题吧，Python面试题No20,第1题：如何理解 Django 被称为 MTV 模式？第2题：解释下什么是 ORM 以及它的优缺点是什么？第3题：Django 系统中如何配置数据库的长连接？第4题： 请解释一下python的线程锁Lock和Rlock的区别，以及你曾经在项目中是如何使用的？第5题：字典、列表查询时的时间复杂度是怎样的？,2019-05-09 20:01:58,7676,5
原创,https://dream.blog.csdn.net/article/details/89961067,哦？原来Python 面试题是这样的，Python面试题No19,文章目录本面试题题库，由公号：非本科程序员 整理发布第1题：是否遇到过python的模块间循环引用的问题，如何避免它?第2题：简单介绍一下python函数式编程？第3题：python中函数装饰器有什么作用？第4题： 按照要求完成编码？第5题：按照要求完成编码？第6题：关注题，最近在公号更新一个神奇的系列入门文章本面试题题库，由公号：非本科程序员 整理发布第1题：是否遇到过python的模块间循...,2019-05-08 19:58:33,7046,6
原创,https://dream.blog.csdn.net/article/details/90039997,看！老板又让那个开发PHP的小伙子，学Java了,程序员小诚，我的学生，大专学的PHP，工作年限一年半。3个月前，跟我聊天，说他们公司缺前端工程师，让他去学前端老板口中高喊年轻人，干劲足，要拼搏，要承担干吧，学啊，找啊，...,2019-05-08 12:00:00,6106,1
原创,https://dream.blog.csdn.net/article/details/89944766,震惊！几道Python 理论面试题，Python面试题No18,文章目录本面试题题库，由公号：非本科程序员 整理发布第1题： 简述解释型和编译型编程语言？第2题：Python解释器种类以及特点？第3题： 位和字节的关系？第4题： 字节码和机器码的区别？机器码(machine code)字节码（Bytecode）第5题：Python3和Python2中 int 和 long的区别？第6题：关注题，最近在公号更新一个神奇的系列入门文章本面试题题库，由公号：非本科...,2019-05-08 09:01:53,7768,6
原创,https://dream.blog.csdn.net/article/details/89927330,面试前赶紧看了5道Python Web面试题，Python面试题No17,第1题： Flask中的请求上下文和应用上下文是什么?第2题：django中间件的使用？第3题： django开发中数据做过什么优化？第4题： 解释一下 Django 和 Tornado 的关系、差别?DjangoTornado第5题：什么是restful API ，谈谈你的理解？REST 的特点RESTful 架构第6题：关注题，最近在公号更新一个神奇的系列入门文章,2019-05-07 21:45:45,6712,5
原创,https://dream.blog.csdn.net/article/details/89914313,千万不要错过这几道Python面试题，Python面试题No16,第1题： python下多线程的限制以及多进程中传递参数的方式？python多线程有个全局解释器锁（global interpreter lock），简称GIL，这个GIL并不是python的特性，他是只在Cpython解释器里引入的一个概念，而在其他的语言编写的解释器里就没有这个GIL例如：Jython。这个锁的意思是任一时间只能有一个线程运用解释器，跟单cpu跑多个程序一个意思，我们都是轮...,2019-05-07 09:20:10,7373,11
原创,https://dream.blog.csdn.net/article/details/89913410,编程书江湖-数字篇（No.2）,“又失败了，还是没有通过复数家族的考验，哎!”变量hero站在一个由实数和虚数大石块组成的门楼前，“第10次失败了，”“难道，我还是打不进去么...... 加入复数家族就...,2019-05-06 12:00:00,5646,5
原创,https://dream.blog.csdn.net/article/details/89854138,这几道Python面试题，稳准狠，Python面试题No15,文章目录必须放一个表情包，太魔性了！第1题： 修改以下Python代码，使得下面的代码调用类A的show方法?第2题：修改以下Python代码，使得代码能够运行第3题： 下面这段代码的输出是什么？第4题： 下面这段代码输出什么?第5题：如何添加代码，使得没有定义的方法都调用myfunc方法？第6题：关注题，最近在公号更新一个神奇的系列入门文章必须放一个表情包，太魔性了！第1题： 修改以下Py...,2019-05-05 21:05:43,9753,15
原创,https://dream.blog.csdn.net/article/details/89813076,明天找python工作，看看这几道Python面试题吧，Python面试题No14,文章目录第1题： 如何解决验证码的问题，用什么模块，听过哪些人工打码平台？第2题：  ip 被封了怎么解决，自己做过 ip 池么？第3题： 在 Python 中，list，tuple，dict，set 有什么区别，主要应用在什么场景？区别应用场景第4题： 请描述方法重载与方法重写？方法重载方法重写第5题： 如何用 Python 来发送邮件？第6题：是否了解线程的同步和异步？第7题：是否了解网络的同...,2019-05-04 14:04:00,7367,9
原创,https://dream.blog.csdn.net/article/details/89765307,大意了，这几道Python面试题没有答对，Python面试题No13,文章目录第1题： Python如何爬取 HTTPS 网站？第2题： 函数参数传递，下面程序运行的结果是？第3题：  Python 里面如何拷贝一个对象?第4题：Python 程序中中文乱码如何解决？第5题： Python 列举出一些常用的设计模式？创建型结构型行为型第6题：将下面的Python代码简化？第7题：关注题第1题： Python如何爬取 HTTPS 网站？这类问题属于简单类问题在...,2019-05-02 21:38:22,7727,6
原创,https://dream.blog.csdn.net/article/details/89741725,五一4天就背这些Python面试题了，Python面试题No12,第1题： Python 中的 os 模块常见方法？os 属于 python内置模块，所以细节在官网有详细的说明，本道面试题考察的是基础能力了，所以把你知道的都告诉面试官吧官网地址 https://docs.python.org/3/library/os.htmlos模块包含了很多操作文件和目录的函数os对象方法函数名称用途os.remove()删除文件os.w...,2019-05-01 23:29:21,8000,4
原创,https://dream.blog.csdn.net/article/details/89671857,Python爬虫入门教程 65-100 爬虫与反爬虫的修罗场，点评网站，字体反爬之三,爬虫与反爬虫的修罗场哪种平台最吸引爬虫爱好者，当然是社区类的，那里容易产生原生态，高质量的数据啊，你看微博，知乎，豆瓣爬的不亦乐乎。评论也是产生内容的好地方生活类点评网站旅游类点评网站音乐类点评只要有点评的地方，总有成千上万的爬虫趴着。这些都是爬虫与反爬虫的修罗场，他不想叫你爬，你越想爬对他是核心数据，对你也是核心数据今天要分析的网站今天我们弄一下大众点评学习阶段，我们要抱...,2019-04-30 09:47:27,7862,24
原创,https://dream.blog.csdn.net/article/details/89702798,刚毕业去面试Python工程师，这几道题太难了，Python面试题No11,文章目录写在前面第1题： docstring是什么？第2题：PYTHONPATH变量是什么？第3题： Python中的不可变集合（frozenset）是什么？第4题：如何检查字符串中所有的字符都为字母数字？第5题：什么是Python中的连接（concatenation）？第6题：Python的不足之处写在前面本想停一段时间这个系列，但是好多朋友给我发信息说让我继续整理下去，so，继续吧~第1...,2019-04-30 08:48:14,7964,3
原创,https://dream.blog.csdn.net/article/details/89397948,Python爬虫入门教程 64-100 反爬教科书级别的网站-汽车之家，字体反爬之二,说说这个网站汽车之家，反爬神一般的存在，字体反爬的鼻祖网站，这个网站的开发团队，一定擅长前端吧，2019年4月19日开始写这篇博客，不保证这个代码可以存活到月底，希望后来爬虫coder，继续和汽车之间对抗。CSDN上关于汽车之家的反爬文章千千万万了，但是爬虫就是这点有意思，这一刻写完，下一刻还能不能用就不知道了，所以可以一直不断有人写下去。希望今天的博客能帮你学会一个反爬技巧。今天要爬去的网...,2019-04-27 21:47:09,8565,15
原创,https://dream.blog.csdn.net/article/details/89528191,朋友去面试Python工程师，又带回来几道基础题，Python面试题No10,文章目录第1题： print 调用 Python 中底层的什么方法?printinput第2题：range 和 xrange 的区别？第3题： 4G 内存怎么读取一个 5G 的数据？方法一方法二第4题：在except中return后还会不会执行finally中的代码？怎么抛出自定义异常？介绍一下 except 的作用和用法？第5题：在Python中输入某年某月某日，判断这一天是这一年的第几天？(可...,2019-04-25 23:05:07,7971,3
原创,https://dream.blog.csdn.net/article/details/89486582,又面试了Python爬虫工程师，碰到这么几道面试题，Python面试题No9,文章目录第1题：动态加载又对及时性要求很高怎么处理？第2题：python 爬虫有哪些常用框架？第3题： Scrapy 的优缺点?优点：scrapy 是异步的缺点：基于 python 的爬虫框架，扩展性比较差第4题： scrapy 和 request?第5题： 描述下 scrapy 框架运行的机制？第6题： 实现模拟登录的方式有哪些？第6题： 你遇到过的反爬虫的策略？后续面试问题第1题：动态加载又...,2019-04-24 09:48:03,8022,11
原创,https://dream.blog.csdn.net/article/details/89461864,从B站源码泄露事件入手，说一下团队协作中版本管理的安全意识,背景新浪科技讯 4月22日消息，据微博@互联网的那点事 爆料称，哔哩哔哩（B站）整个网站后台工程源码泄露，并且“不少用户名密码被硬编码在代码里面，谁都可以用。”互联网那点是，微博大号，发布之后，瞬间互联网新媒体圈圈子全部知晓，头部意见领袖的作用，立马发挥，大量转载，文章铺天盖地出现。事情发酵起因一名为openbilibili的用户在Github上创建“go-common”代码库。开源库，...,2019-04-22 21:51:47,8023,17
原创,https://dream.blog.csdn.net/article/details/89451615,面试Python工程师，这几道编码题有必要背背，Python面试题No8,第1题：列表[1，2，3，4，5]，请使用map()函数输出[1，4，9，16，25]，并使用列表推导式提取出大于10的数，最终输出[16，25]。第2题：设计一个函数返回给定文件名的后缀?第3题： 这两个参数是什么意思：*args，**kwargs？我们为什么要使用它们？第4题： 求出`0~n`的所有正整数中数字k（0~9）出现的次数。编程语言不限，Python优先。第5题： 如何在python中使用三元运算符？,2019-04-22 15:07:51,8058,12
原创,https://dream.blog.csdn.net/article/details/89387220,周三面试Python开发，这几道Python面试题差点答错，Python面试题No7,第1题：阅读下面的代码，默读出A0，A1至An的最终值。第2题：如何提高python的运行效率？第3题： Python字典有什么特点，从字典中取值，时间复杂度是多少？第4题： 多线程、多进程？第5题： 请尽可能列举python列表的成员方法，并给出以下列表操作的答案：,2019-04-18 22:38:32,8311,6
原创,https://dream.blog.csdn.net/article/details/89367143,昨天去面试，这5个Python面试题都被考到了，Python面试题No6,文章目录第1题：字符串的拼接–如何高效的拼接两个字符串？第2题： list = ['a'，'a'，'a'，1，2，3，4，5，'A'，'B'，'C']提取出”12345”？第3题： 什么是pickling和unpickling？第4题： 说一说Python自省？第5题：什么是python猴子补丁python monkey patch？第1题：字符串的拼接–如何高效的拼接两个字符串？字符串拼接...,2019-04-17 23:20:37,9074,21
原创,https://dream.blog.csdn.net/article/details/89358275,梦想橡皮擦写的 Python 面试系列文章清单,为什么写这个系列的文章互联网很多python面试分享的资料，但是都是对题目进行了非常简单的解读，我想针对每个面试题都深入并且细致的解释清楚，从这个出发点去帮助你建立python体系，所以有了这个系列的文章Python基础面试，看这篇文章画重点吧，Python面试题No1Python面试快问快答，理论要的就是速度与精准，Python面试题No2学习Python一年，基础忘记了，看看面试题回忆...,2019-04-17 16:08:00,18043,34
原创,https://dream.blog.csdn.net/article/details/89344558,2019年，Python工程师必考的6个面试题，Python面试题No5,第1题：Python里面如何实现tuple和list的转换？第2题：Python里面search()和match()的区别？match()search()第3题： 如何用Python删除一个文件？第4题： is 和 == 的区别？第5题：a=1， b=2， 不用中间变量交换a和b的值？第6题：说说你对zen of python的理解，你有什么办法看到它?,2019-04-16 23:12:46,9147,2
原创,https://dream.blog.csdn.net/article/details/89322594,去面试Python工程师，这几个基础问题一定要能回答，Python面试题No4,第1题：列表和元组有什么不同？语法差异是否可变重用与拷贝内存开销第2题：什么是负索引？第3题： 如何随机打乱列表中元素，要求不引用额外的内存空间？第4题：解释 Python 中的 join() 和 split() 函数？第5题：如何删除字符串中的前置空格？第6题：Python 中的 pass 语句有什么作用？第7题：解释 Python 中的成员运算符？成员运算符身份运算符,2019-04-15 22:30:42,7232
原创,https://dream.blog.csdn.net/article/details/88871686,学习Python一年，基础忘记了，看看面试题回忆回议，Python面试题No3,第1题：你如何管理不同版本的代码？第2题：python中生成随机整数、随机小数、0~1之间小数方法？第3题：迭代器、可迭代对象、生成器？第4题：单引号，双引号，三引号的区别？第5题：Python是如何进行内存管理的？第6题：写一个函数， 输入一个字符串， 返回倒序排列的结果？,2019-04-11 15:26:36,6367
